payCardBank,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,date,hour,day_of_week,is_weekend,trip_duration_min,trip_distance_km,avg_speed_kmh
dki,3B,Rusun Flamboyan - Cengkareng,0.0,B03206P,RSUD Boulevard Raya,-6.13781,106.7304,4,2023-04-03 06:50:15,B02195P,Mall Taman Palem 3,-6.140548,106.73011,6.0,2023-04-03 07:46:28,0.0,2023-04-03,6,Monday,0,56.21666666666667,0.3061352465361646,0.32673788542252963
dki,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-03 05:57:14,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3.0,2023-04-03 06:55:59,3500.0,2023-04-03,5,Monday,0,58.75,0.3649211436183608,0.3726854232698153
dki,M2,Pulo Gadung - Monas,0.0,P00014,Bermis,-6.178203,106.89859,1,2023-04-03 05:20:00,P00006,Atrium,-6.176251,106.84023,12.0,2023-04-03 06:04:41,3500.0,2023-04-03,5,Monday,0,44.68333333333333,6.455307712022529,8.668074510735213
flazz,12B,Pluit - Senen,1.0,B05080P,Simpang Pluit Raya,-6.127123,106.80441,26,2023-04-03 05:43:01,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,28.0,2023-04-03 06:29:21,3500.0,2023-04-03,5,Monday,0,46.333333333333336,0.5594844880760877,0.7245122867172359
emoney,5D,PGC 1 - Ancol,0.0,P00109,Matraman Baru,-6.21288,106.86115,7,2023-04-03 05:28:25,P00118,Kramat Sentiong,-6.18798,106.84595,13.0,2023-04-03 06:08:29,3500.0,2023-04-03,5,Monday,0,40.06666666666667,3.238722473015988,4.850000375564707
flazz,9D,Pasar Minggu - Tanah Abang,1.0,B05716P,Term. Pasar Minggu 2,-6.282492,106.84455,1,2023-04-03 06:25:22,P00256,MH Thamrin,-6.188149,106.82299,37.0,2023-04-03 07:11:01,3500.0,2023-04-03,6,Monday,0,45.65,10.7577581400397,14.139441147916363
bni,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-03 06:23:23,B04863P,Simpang Jln. Kramat Jaya 1,-6.108656,106.91734,25.0,2023-04-03 06:55:01,0.0,2023-04-03,6,Monday,0,31.633333333333333,2.654949292020122,5.035731006992855
dki,3H,Jelambar - Kota,0.0,P00087,Jelambar,-6.166548,106.78651,0,2023-04-03 06:03:19,P00138,Museum Fatahillah,-6.13393,106.81209,9.0,2023-04-03 06:35:04,,2023-04-03,6,Monday,0,31.75,4.599170252688281,8.691345359410924
brizzi,14,Jakarta International Stadium - Senen,0.0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,20,2023-04-03 06:00:02,B05725P,Term. Senen,-6.17356,106.84213,21.0,2023-04-03 06:54:13,3500.0,2023-04-03,6,Monday,0,54.18333333333333,0.442408563724775,0.48990182387240544
emoney,JAK.49,Lebak Bulus - Cipulir,0.0,B01790P,JPO Timur Pondok Indah 1,-6.287054,106.77989,48,2023-04-03 05:59:21,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-03 06:53:50,0.0,2023-04-03,5,Monday,0,54.483333333333334,0.6654690171720546,0.7328505542427032
emoney,7A,Kampung Rambutan - Lebak Bulus,1.0,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,2023-04-03 06:37:28,B01377P,Jln. Mastrip,-6.306793,106.87756,25.0,2023-04-03 06:59:54,3500.0,2023-04-03,6,Monday,0,22.433333333333334,11.059734621077382,29.580270903327325
brizzi,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,0,2023-04-03 06:45:56,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,13.0,2023-04-03 07:36:05,0.0,2023-04-03,6,Monday,0,50.15,2.312958292953651,2.7672482069236106
brizzi,7Q,Blok M - PGC,1.0,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,25,2023-04-03 06:35:53,B02880P,PLN Pusat,-6.240011,106.80376,30.0,2023-04-03 07:03:36,3500.0,2023-04-03,6,Monday,0,27.716666666666665,1.6727559759209991,3.6211193706046885
dki,JAK.20,Cawang UKI - Lubang Buaya,0.0,B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332,13,2023-04-03 06:09:03,B05751P,TK Angkasa 8,-6.285191,106.90125,39.0,2023-04-03 06:40:10,0.0,2023-04-03,6,Monday,0,31.116666666666667,2.9519871635180746,5.692101654346581
brizzi,1M,Meruya - Blok M,0.0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,2023-04-03 06:23:28,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,34.0,2023-04-03 07:02:10,3500.0,2023-04-03,6,Monday,0,38.7,5.299057620035112,8.215593209356761
brizzi,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06696P,Jln. Hidup Baru,-6.1398,106.8352,25,2023-04-03 06:36:31,B02213P,Mangga Dua Square,-6.135311,106.83102,28.0,2023-04-03 07:16:53,0.0,2023-04-03,6,Monday,0,40.36666666666667,0.6802348540069817,1.01108401091046
emoney,JAK.36,Cilangkap - Cililitan,1.0,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,2023-04-03 06:27:14,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013,19.0,2023-04-03 07:23:47,0.0,2023-04-03,6,Monday,0,56.55,1.4738179182243458,1.5637325392300752
bni,5C,PGC - Juanda,0.0,P00253,Tegalan,-6.203101,106.85715,10,2023-04-03 06:56:00,P00142,Pal Putih,-6.184631,106.84402,15.0,2023-04-03 07:27:18,3500.0,2023-04-03,6,Monday,0,31.3,2.5149012049870194,4.820896878569366
dki,JAK.27,Pulo Gebang - Rorotan,1.0,B02835P,Pintu Air Gempol 1,-6.183327,106.95957,23,2023-04-03 06:56:17,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,33.0,2023-04-03 07:53:38,0.0,2023-04-03,6,Monday,0,57.35,1.7894790377901146,1.8721663865284548
dki,B11,Summarecon Bekasi - BNN,0.0,B03155P,RS Mitra Keluarga 1,-6.240672,106.99317,1,2023-04-03 05:55:32,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-03 06:34:50,3500.0,2023-04-03,5,Monday,0,39.3,12.76155451932291,19.48328934247773
brizzi,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B02082P,Casablanca,-6.22425,106.84452,4,2023-04-03 06:09:11,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13.0,2023-04-03 06:38:14,3500.0,2023-04-03,6,Monday,0,29.05,1.8321428036336023,3.784115945542724
brizzi,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,2,2023-04-03 06:08:46,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,7.0,2023-04-03 06:48:21,0.0,2023-04-03,6,Monday,0,39.583333333333336,0.8290636048284281,1.2566858852136173
dki,JAK.13,,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,2023-04-03 06:37:34,B02692P,Ps. Tomas,-6.179192,106.81306,29.0,2023-04-03 07:13:31,0.0,2023-04-03,6,Monday,0,35.95,4.868653727799936,8.125708586036053
dki,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-03 06:55:00,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-03 07:43:33,3500.0,2023-04-03,6,Monday,0,48.55,1.1032494103299961,1.363439024094743
dki,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B02598P,Ps. Ciplak Cibesel,-6.236104,106.88067,10,2023-04-03 06:58:49,B05824P,Univ. Borobudur 1,-6.24157,106.89641,17.0,2023-04-03 07:44:32,0.0,2023-04-03,6,Monday,0,45.71666666666667,1.8429494582849568,2.418745187687147
emoney,2H,Rusun Jati Rawasari - Senen,1.0,B04344P,Sbr. SDN Johar Baru 10,-6.181178,106.86028,13,2023-04-03 06:49:20,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,2023-04-03 07:39:46,0.0,2023-04-03,6,Monday,0,50.43333333333333,0.4763489607097182,0.566707289674483
dki,JAK.08,Roxy - Benhil,1.0,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005,6,2023-04-03 05:46:08,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,17.0,2023-04-03 06:44:17,0.0,2023-04-03,5,Monday,0,58.15,1.8369491307350256,1.895390332658668
online,T21,Palem Semi - Bundaran Senayan,1.0,B00808P,Islamic,-6.228521,106.61473,10,2023-04-03 06:37:27,B02557P,Palem Semi 2,-6.220361,106.61649,12.0,2023-04-03 07:20:36,20000.0,2023-04-03,6,Monday,0,43.15,0.9279733662221692,1.2903453528002353
dki,8E,Bintaro - Blok M,0.0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,2023-04-03 05:18:27,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23.0,2023-04-03 05:58:36,3500.0,2023-04-03,5,Monday,0,40.15,1.3233961875767735,1.9776779889067597
emoney,JAK.23,Senen - Pisangan Baru,1.0,B06443P,Jln. Pramuka 1,-6.195283,106.860021,10,2023-04-03 06:53:49,B06129P,BPPK Jakarta,-6.189843,106.858846,16.0,2023-04-03 07:24:35,0.0,2023-04-03,6,Monday,0,30.766666666666666,0.6186892117611877,1.2065445083100086
dki,,,0.0,P00109,Matraman Baru,-6.21288,106.86115,8,2023-04-03 06:38:44,P00224,Slamet Riyadi,-6.208533,106.85929,9.0,2023-04-03 07:32:11,3500.0,2023-04-03,6,Monday,0,53.45,0.5252770865648219,0.5896468698576111
emoney,6M,Stasiun Manggarai - Blok M,0.0,P00160,Patra Kuningan,-6.232677,106.832087,8,2023-04-03 05:16:17,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10.0,2023-04-03 05:41:18,3500.0,2023-04-03,5,Monday,0,25.016666666666666,1.1104106249313372,2.66321002648422
dki,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,,Wisma Asia II,-6.189386,106.79791,19,2023-04-03 06:21:20,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,24.0,2023-04-03 07:09:28,0.0,2023-04-03,6,Monday,0,48.13333333333333,1.2424384566009963,1.548745998533098
dki,JAK.22,,1.0,B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-03 06:03:19,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10.0,2023-04-03 06:45:59,0.0,2023-04-03,6,Monday,0,42.666666666666664,0.38800856367935,0.545637042674086
dki,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,42,2023-04-03 06:19:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,44.0,2023-04-03 06:53:35,0.0,2023-04-03,6,Monday,0,34.583333333333336,0.6672898941835496,1.1577077682220618
dki,5D,PGC 1 - Ancol,0.0,P00031,Cawang Otista,-6.243607,106.86876,4,2023-04-03 05:16:55,P00070,Gelanggang Remaja,-6.235445,106.86795,5.0,2023-04-03 05:41:19,3500.0,2023-04-03,5,Monday,0,24.4,0.9119786916556716,2.2425705532516518
dki,JAK.21,Cililitan - Dwikora,1.0,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-03 06:23:01,B01247P,Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859,29.0,2023-04-03 07:20:25,0.0,2023-04-03,6,Monday,0,57.4,0.07929240733161605,0.08288404947555685
emoney,5C,PGC - Juanda,0.0,P00134,Matraman 1,-6.19998,106.85443,11,2023-04-03 05:22:34,P00122,Kwitang,-6.181051,106.83866,16.0,2023-04-03 05:54:42,3500.0,2023-04-03,5,Monday,0,32.13333333333333,2.733016698050386,5.103143212127277
dki,JAK.26,Rawamangun - Duren Sawit,1.0,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-03 05:10:16,B03600P,Sbr. GOR Pondok Bambu,-6.223572,106.90377,41.0,2023-04-03 06:04:39,0.0,2023-04-03,5,Monday,0,54.38333333333333,2.204474712133197,2.4321510768248573
dki,L13E,Puri Beta - Kuningan (Express),0.0,P00120,Kuningan Madya,-6.21341,106.8305,10,2023-04-03 06:08:43,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-03 07:03:17,3500.0,2023-04-03,6,Monday,0,54.56666666666667,1.2236205821222534,1.3454594061209872
emoney,12P,St. LRT Pegangsaan Dua - JIS,1.0,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-03 06:28:09,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13.0,2023-04-03 06:49:12,3500.0,2023-04-03,6,Monday,0,21.05,0.8163899985250768,2.3270023710928553
emoney,JAK.64,Lenteng Agung - Aseli,1.0,B04342P,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-03 05:18:28,B05326P,SMKN 63,-6.351697,106.79855,35.0,2023-04-03 06:17:08,0.0,2023-04-03,5,Monday,0,58.666666666666664,2.7426097734592387,2.8049418137651307
bni,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 06:27:52,P00016,BKN,-6.257751,106.87,2.0,2023-04-03 07:18:37,3500.0,2023-04-03,6,Monday,0,50.75,3.8083452367014337,4.5024771271347
emoney,1T,Cibubur - Balai Kota,1.0,B00102P,Balai Kota 1,-6.180598,106.82847,0,2023-04-03 05:28:11,B00360P,Flyover Karet 2,-6.214808,106.81847,11.0,2023-04-03 06:09:57,20000.0,2023-04-03,5,Monday,0,41.766666666666666,3.9613472696178444,5.690682430416696
dki,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,B04331P,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-03 05:37:23,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50.0,2023-04-03 06:15:31,0.0,2023-04-03,5,Monday,0,38.13333333333333,1.145482048396871,1.8023318943307411
emoney,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-03 05:41:56,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-03 06:26:12,3500.0,2023-04-03,5,Monday,0,44.266666666666666,1.7670862019139402,2.3951469604255213
online,B21,Bekasi Timur - Cawang,1.0,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-03 05:34:50,B05622P,Taman Margahayu 2,-6.24846,107.02153,10.0,2023-04-03 05:58:34,3500.0,2023-04-03,5,Monday,0,23.733333333333334,0.27975329242061575,0.7072414696026803
dki,12C,Rusun Waduk Pluit - Penjaringan,0.0,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,6,2023-04-03 06:49:19,B06658P,Kel. Penjaringan,-6.125396,106.80071,10.0,2023-04-03 07:20:02,0.0,2023-04-03,6,Monday,0,30.716666666666665,0.8025374391718122,1.5676260341934476
dki,14,Jakarta International Stadium - Senen,1.0,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-03 06:15:59,P00095,JIS,-6.126689,106.85587,14.0,2023-04-03 06:51:15,3500.0,2023-04-03,6,Monday,0,35.266666666666666,0.3912028933247118,0.6655625784352376
flazz,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-03 05:52:16,B06150P,Pulo Jaya,-6.194979,106.92242,13.0,2023-04-03 06:51:25,0.0,2023-04-03,5,Monday,0,59.15,3.2486894658599277,3.295373929866368
dki,13C,Puri Beta - Dukuh Atas,0.0,P00136,Mayestik,-6.241921,106.79077,8,2023-04-03 05:59:53,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-03 06:25:55,3500.0,2023-04-03,5,Monday,0,26.033333333333335,2.834708215269644,6.53325837065987
bni,1,Blok M - Kota,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-03 05:05:42,P00137,Monas,-6.176248,106.82286,13.0,2023-04-03 06:05:17,3500.0,2023-04-03,5,Monday,0,59.583333333333336,4.623218777552728,4.655548978794355
dki,JAK.01,Tanjung Priok - Plumpang,1.0,B01059P,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-03 05:41:21,B01629P,Jln. Swasembada Barat V,-6.124938,106.88497,14.0,2023-04-03 06:02:15,0.0,2023-04-03,5,Monday,0,20.9,1.1355597756536189,3.259980217187423
brizzi,JAK.120,JIS - Terminal Muara Angke,0.0,B04584P,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-03 06:43:23,B03323P,SD Diakonia 2,-6.112346,106.78905,36.0,2023-04-03 07:18:43,0.0,2023-04-03,6,Monday,0,35.333333333333336,0.6363178860053017,1.0805398064240972
dki,4B,Stasiun Manggarai - UI,0.0,B05874P,Warga,-6.273295,106.84656,28,2023-04-03 05:23:18,B05259P,SMAN 109,-6.344687,106.83351,44.0,2023-04-03 06:17:21,3500.0,2023-04-03,5,Monday,0,54.05,8.068388154077988,8.956582594721171
brizzi,7C,Cibubur - BKN,0.0,B00248P,Cibubur Junction,-6.368735,106.89366,0,2023-04-03 05:40:34,P00016,BKN,-6.257751,106.87,1.0,2023-04-03 06:11:00,3500.0,2023-04-03,5,Monday,0,30.433333333333334,12.614854717564072,24.870469322689296
dki,8C,Kebayoran Lama - Tanah Abang,1.0,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-03 05:12:16,B05264P,SMAN 24,-6.210598,106.79631,21.0,2023-04-03 05:35:12,3500.0,2023-04-03,5,Monday,0,22.933333333333334,3.865281401393649,10.11265482922757
dki,JAK.85,Bintara - Cipinang Indah,1.0,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,2023-04-03 06:20:22,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39.0,2023-04-03 06:47:58,0.0,2023-04-03,6,Monday,0,27.6,1.2307180300220772,2.6754739783088635
online,5,Matraman Baru - Ancol,0.0,P00224,Slamet Riyadi,-6.208533,106.85929,1,2023-04-03 05:00:14,,Budi Utomo,-6.166063,106.83906,9.0,2023-04-03 05:33:29,3500.0,2023-04-03,5,Monday,0,33.25,5.225214860311371,9.428959146426534
dki,11N,Rusun Cipinang Muara - Jatinegara,0.0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-03 05:06:44,B02603P,Ps. Enjo 1,-6.215023,106.87779,10.0,2023-04-03 05:39:08,0.0,2023-04-03,5,Monday,0,32.4,0.09645915073924326,0.17862805692452458
dki,JAK.10,Tanah Abang - Kota,1.0,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-03 06:33:06,B00086P,AURI Jatibaru,-6.182985,106.81407,40.0,2023-04-03 07:24:33,0.0,2023-04-03,6,Monday,0,51.45,3.622916846344973,4.224975914104925
dki,6V,Ragunan - Gelora Bung Karno,0.0,P00053,Duren Tiga,-6.252377,106.82697,8,2023-04-03 05:14:27,P00133,Masjid Agung,-6.236483,106.79845,13.0,2023-04-03 05:49:04,3500.0,2023-04-03,5,Monday,0,34.61666666666667,3.614068510834392,6.264153413097646
brizzi,12,Tanjung Priok - Pluit,1.0,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-03 06:27:08,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18.0,2023-04-03 07:15:51,3500.0,2023-04-03,6,Monday,0,48.71666666666667,7.171545499445442,8.832556892919463
online,JAK.36,Cilangkap - Cililitan,1.0,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-03 05:32:36,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13.0,2023-04-03 05:55:04,0.0,2023-04-03,5,Monday,0,22.466666666666665,0.12744855613922873,0.34036706387331117
emoney,2E,Rusun Rawa Bebek - Kodamar,1.0,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-03 06:19:33,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23.0,2023-04-03 06:58:14,0.0,2023-04-03,6,Monday,0,38.68333333333333,6.839690119554757,10.608739521928964
emoney,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,2023-04-03 06:43:13,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29.0,2023-04-03 07:07:51,0.0,2023-04-03,6,Monday,0,24.633333333333333,1.746230162141959,4.253334630386368
dki,JAK.14,Tanah Abang - Meruya,1.0,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-03 05:02:59,B01586P,Jln. Sitrun,-6.197192,106.76696,19.0,2023-04-03 05:44:40,0.0,2023-04-03,5,Monday,0,41.68333333333333,0.9076425149219662,1.306482628436257
emoney,JAK.20,Cawang UKI - Lubang Buaya,0.0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-03 06:32:03,B05244P,SMA Angkasa 2,-6.276218,106.88766,28.0,2023-04-03 07:13:15,0.0,2023-04-03,6,Monday,0,41.2,2.537643070815278,3.695596705070793
dki,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,P00195,Pulo Mas,-6.174736,106.89277,22,2023-04-03 06:11:34,P00192,Pulo Gadung 1,-6.183239,106.90907,24.0,2023-04-03 06:33:09,3500.0,2023-04-03,6,Monday,0,21.583333333333332,2.0349368077742653,5.656967187635023
flazz,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,B02505P,Museum Textile,-6.188656,106.80954,29,2023-04-03 06:35:50,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,31.0,2023-04-03 07:24:48,0.0,2023-04-03,6,Monday,0,48.96666666666667,0.38901089479291817,0.47666413248962064
flazz,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,2023-04-03 06:28:08,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37.0,2023-04-03 07:00:07,0.0,2023-04-03,6,Monday,0,31.983333333333334,1.2408928769070475,2.3278865851304693
online,M10,PGC 2 - Tanjung Priok,1.0,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-03 05:13:57,P00178,PGC 2,-6.2619,106.8657,21.0,2023-04-03 05:58:35,3500.0,2023-04-03,5,Monday,0,44.63333333333333,3.5634791109238417,4.7903378638259255
emoney,7Q,Blok M - PGC,1.0,,Wolter Monginsidi,-6.238799,106.81376,26,2023-04-03 06:12:58,B01437P,Jln. Palatehan,-6.240057,106.800758,31.0,2023-04-03 06:42:20,3500.0,2023-04-03,6,Monday,0,29.366666666666667,1.4439837992562299,2.9502506681739087
emoney,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06560P,Kel. Rawamangun,-6.199099,106.8808,19,2023-04-03 05:06:27,B03064P,Puskesmas Rawamangun,-6.197034,106.88839,24.0,2023-04-03 05:46:02,0.0,2023-04-03,5,Monday,0,39.583333333333336,0.8698884330292794,1.3185677300654342
brizzi,M3,Kalideres - Bundaran HI via Veteran,1.0,P00237,Sumur Bor,-6.153046,106.71929,2,2023-04-03 06:15:16,P00074,Grogol 1,-6.166824,106.78971,10.0,2023-04-03 06:47:07,3500.0,2023-04-03,6,Monday,0,31.85,7.93445040152984,14.947159312144123
emoney,8A,Jelambar - Juanda,0.0,P00176,Petojo,-6.169984,106.81698,5,2023-04-03 06:54:07,P00097,Juanda,-6.168048,106.83089,7.0,2023-04-03 07:24:01,3500.0,2023-04-03,6,Monday,0,29.9,1.552759777441152,3.115905907908666
dki,1E,Pondok Labu - Blok M,0.0,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969,16,2023-04-03 06:29:39,B02860P,Plaza Blok M,-6.244978,106.79752,20.0,2023-04-03 07:16:35,3500.0,2023-04-03,6,Monday,0,46.93333333333333,2.05291295194105,2.624462580606456
dki,3A,Rusun Pesakih - Kalideres,1.0,B01798P,Kalideres 1,-6.154249,106.70544,0,2023-04-03 06:43:00,,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2.0,2023-04-03 07:20:34,0.0,2023-04-03,6,Monday,0,37.56666666666667,0.45351708227936616,0.7243396167727232
bni,M7B,BKN - Blok M,1.0,B02114P,Lapangan Blok S,-6.237011,106.81421,6,2023-04-03 05:20:08,B00290P,Dammara,-6.25419,106.83146,18.0,2023-04-03 06:08:02,,2023-04-03,5,Monday,0,47.9,2.6989892019536486,3.3807797936788915
emoney,5D,PGC 1 - Ancol,1.0,P00297,BNN LRT,-6.245863,106.871143,19,2023-04-03 06:12:55,P00178,PGC 2,-6.2619,106.8657,22.0,2023-04-03 06:51:17,3500.0,2023-04-03,6,Monday,0,38.36666666666667,1.8819886793113958,2.943162139670297
online,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,B01293P,Jln. Kota Bambu Raya,-6.186802,106.80783,23,2023-04-03 05:54:09,B01919P,Kel. Jati Pulo,-6.175757,106.80318,35.0,2023-04-03 06:44:30,0.0,2023-04-03,5,Monday,0,50.35,1.3313884407215233,1.5865602074139302
dki,1M,Meruya - Blok M,0.0,B01012P,Jln. Cipulir 1,-6.237267,106.7754,32,2023-04-03 06:35:14,P00045,CSW 2,-6.239861,106.79783,40.0,2023-04-03 07:34:08,3500.0,2023-04-03,6,Monday,0,58.9,2.4960540524165062,2.5426696629030623
dki,2E,Rusun Rawa Bebek - Kodamar,0.0,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,2023-04-03 05:47:44,B05200P,Simpang Tiga 1,-6.210708,106.93903,6.0,2023-04-03 06:10:01,0.0,2023-04-03,5,Monday,0,22.283333333333335,0.28913682442912536,0.7785284726588266
online,9F,Rusun Tambora - Pluit,0.0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-03 05:49:11,P00181,Pluit,-6.115795,106.79037,8.0,2023-04-03 06:36:27,0.0,2023-04-03,5,Monday,0,47.266666666666666,3.075860761115704,3.9044776939409496
online,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,B02615P,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,2023-04-03 05:35:45,B05581P,Taman Buaran Indah,-6.216979,106.92356,22.0,2023-04-03 06:15:43,3500.0,2023-04-03,5,Monday,0,39.96666666666667,4.844747355134762,7.273182017716908
dki,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,P00269,Velodrome,-6.193468,106.8883,5,2023-04-03 06:32:33,P00052,Dukuh Atas 2,-6.203276,106.82377,15.0,2023-04-03 07:20:23,3500.0,2023-04-03,6,Monday,0,47.833333333333336,7.2163480719607325,9.051865177372347
dki,9H,Blok M - Universitas Indonesia,1.0,B05408P,SPBU Jln. Guru,-6.318164,106.83745,35,2023-04-03 05:59:55,B05266P,SMAN 38,-6.336201,106.83579,41.0,2023-04-03 06:26:50,3500.0,2023-04-03,5,Monday,0,26.916666666666668,2.0139961461658076,4.489403174115732
flazz,10D,Kampung Rambutan - Tanjung Priok,0.0,P00036,Cempaka Putih,-6.174207,106.87642,8,2023-04-03 05:36:19,P00153,Pasar Induk Kramat Jati,-6.294215,106.87203,13.0,2023-04-03 06:01:06,3500.0,2023-04-03,5,Monday,0,24.783333333333335,13.353100954637528,32.3276149540653
